Nombre del Planeta,Estrella Huesped,Numero de Estrellas,Numero de Planetas,Metodo de Descubrimiento,Año de Descubrimiento,Periodo Orbital (Dias),Semieje Mayor (UA),Radio del Planeta (Radios Terrestres),MPX Sen(I)(Masas Terrestres),Excentricidad,Temperatura de Equilibrio,Tipo Espectral,Temperatura Estelar efectiva,Radio Estelar (Radios Solares),Masa Estelar (Masas Solares),Metalicidad Estelar Corregido
Kepler-1437 b,Kepler-1437,1,1,Transit,2016,10.9295461,0.095100,1.37,2.45000,0.000000,770,,5557.00,0.90,0.93,-0.02
Kepler-1438 b,Kepler-1438,1,1,Transit,2016,2.31942009,0.034600,0.94,0.77900,0.000000,1490,,5530.00,0.96,0.97,0.2
Kepler-1439 b,Kepler-1439,1,1,Transit,2016,8.07392849,0.059400,1.46,2.73000,0.000000,420,,3578.00,0.43,0.46,-0.03
Kepler-144 b,Kepler-144,1,2,Transit,2014,5.885273,0.066000,1.33,2.33000,0.000000,1253,,6075.00,1.24,1.15,-185
Kepler-144 c,Kepler-144,1,2,Transit,2014,10.104665,0.094000,1.35,2.39000,0.000000,1046,,6075.00,1.24,1.15,-185
Kepler-1440 b,Kepler-1440,1,1,Transit,2016,39.859484,0.234310,1.26,2.13000,0.000000,597,,5698.00,0.96,0.98,0.04
Kepler-1441 b,Kepler-1441,1,1,Transit,2016,39.4419839,0.234600,1.31,2.27000,0.000000,682,,5802.00,1.00,1.00,0.01
Kepler-1442 b,Kepler-1442,1,1,Transit,2016,81.4162941,0.408140,3.93,14.70000,0.000000,522,,6394.00,1.44,1.34,0.26
Kepler-1443 b,Kepler-1443,1,1,Transit,2016,2.41811321,0.037830,0.97,0.87100,0.000000,1602,,6289.00,1.27,1.19,0
Kepler-1444 b,Kepler-1444,1,1,Transit,2016,33.42035034,0.209060,2.18,5.39000,0.000000,581,,5810.00,1.05,1.03,0.06
Kepler-1445 b,Kepler-1445,1,1,Transit,2016,10.60052251,0.095870,0.96,0.84000,0.000000,987,,6150.00,1.26,1.13,-0.03
Kepler-1446 b,Kepler-1446,1,1,Transit,2016,0.68996783,0.014050,0.82,0.47700,0.000000,1539,,4865.00,0.75,0.81,0.11
Kepler-1447 b,Kepler-1447,1,1,Transit,2016,56.6747285,0.283600,2.9,8.75000,0.000000,522,,5722.00,0.95,0.97,-0.03
